operator_id,operator_name,operator_email,operator_phone,operator_website,consolidated_name,duplicate_count,all_ids,is_generic
ABR918834680902,Abwasser- und Straßenreinigungsbetrieb Stadt Gifhorn,abwasserreinigung@asg-gifhorn.de,05371 9842-0,www.asg-gifhorn.de,Abwasser- und Straßenreinigungsbetrieb Stadt Gifhorn,1,ABR918834680902,False
ABR964619543689,Abwasser- und Umweltverband Chiemsee,info@auv-chiemsee.de,08051/6901-0,,Abwasser- und Umweltverband Chiemsee,1,ABR964619543689,False
ABR916808978499,Abwasseranlagen Spremberg GmbH,info@swaz-spremberg.de,0356339060,www.swaz-spremberg.de,Abwasseranlagen Spremberg GmbH,1,ABR916808978499,False
ABR947760639357,Abwasserbeseitigung Stadt Bremervörde,a.thomas@bremervoerde.de,04761987127,www.bremervoerde.de,Abwasserbeseitigung Stadt Bremervörde,1,ABR947760639357,False
ABR940294751441,Abwasserbeseitigung Weißenfels AöR,,,,Abwasserbeseitigung Weißenfels AöR,1,ABR940294751441,False
ABR991307986565,Abwasserbeseitigungsbetrieb der Stadt Bramsche,,,,Abwasserbeseitigungsbetrieb der Stadt Bramsche,1,ABR991307986565,False
ABR997320935504,Abwasserbeseitigungsbetrieb der Stadt Pirmasens,hain@ka-ps.de,0633151470,,Abwasserbeseitigungsbetrieb der Stadt Pirmasens,1,ABR997320935504,False
ABR965710905680,Abwasserbetrieb,klaeranlage@lauf.de,0912374437,www.lauf.de,Abwasserbetrieb,1,ABR965710905680,False
ABR934808551764,Abwasserbetrieb Berg-und Universitätsstadt Clausthal-Zellerfeld,kwi-aso@harz.de,0532693031,,Abwasserbetrieb Berg-und Universitätsstadt Clausthal-Zellerfeld,1,ABR934808551764,False
ABR982941854815,Abwasserbetrieb Gemeinschaftsklärwerk Verl-Sende,,,,Abwasserbetrieb Gemeinschaftsklärwerk Verl-Sende,1,ABR982941854815,False
ABR903168519530,Abwasserbetrieb Stadt Stadthagen,a.danker@stadthagen.de,05721782136,,Abwasserbetrieb Stadt Stadthagen,1,ABR903168519530,False
ABR968952031711,Abwasserbetrieb TEO AöR,info@abwasserbetrieb-teo.de,0 25 04 - 93 035 0,https://www.abwasserbetrieb-teo.de/aktuelles.html,Abwasserbetrieb TEO AöR,1,ABR968952031711,False
ABR945965997845,Abwasserbetrieb Warendorf,info@aw-waf.de,,aw-waf.de,Abwasserbetrieb Warendorf,1,ABR945965997845,False
ABR958107305316,Abwasserbetrieb der Stadt Billerbeck,hein@billerbeck.de,02543 7348,www.abwasserbetrieb-billerbeck.de,Abwasserbetrieb der Stadt Billerbeck,1,ABR958107305316,False
ABR914854224737,Abwasserbetrieb der Stadt Bückeburg,Abwasserbetrieb@bueckeburg.de,05722/206-0,www.bueckeburg.de,Abwasserbetrieb der Stadt Bückeburg,1,ABR914854224737,False
ABR969954330963,Abwasserbetrieb der Stadt Uslar,info@stadtwerke-uslar.de,+49557192590,,Abwasserbetrieb der Stadt Uslar,1,ABR969954330963,False
ABR956457865931,Abwasserentsorgung Bargteheide GmbH,holger.weber@norddirekt.de,043214990200,,Abwasserentsorgung Bargteheide GmbH,1,ABR956457865931,False
ABR952770085308,Abwasserentsorgung Südheide,,,,Abwasserentsorgung Südheide,1,ABR952770085308,False
ABR987861726921,Abwassergesellschaft Stendal mbH,michael.riske@stadtwerke-stendal.de,03931688260,,Abwassergesellschaft Stendal mbH,1,ABR987861726921,False
ABR913961316649,Abwasserreinigungsbetriebe der Stadt Osterode a. Harz GmbH,sschneider@osterode.de,05522/318-314,,Abwasserreinigungsbetriebe der Stadt Osterode a. Harz GmbH,1,ABR913961316649,False
ABR904258587835,"Abwasserverband ""Obere Dietzhölze""",wendel@abwasserverband-online.de,02774-1539,https://www.abwasserverband-online.de/,"Abwasserverband ""Obere Dietzhölze""",1,ABR904258587835,False
ABR903851758116,"Abwasserverband ""Oberes Pfinz- und Arnbachtal""",info@keltern.de,072367030,,"Abwasserverband ""Oberes Pfinz- und Arnbachtal""",1,ABR903851758116,False
ABR954209589715,Abwasserverband Albtal,ava@waldbronn.de,07243/609152,,Abwasserverband Albtal,1,ABR954209589715,False
ABR968293404380,Abwasserverband Auetal,,05722-89008-0,,Abwasserverband Auetal,1,ABR968293404380,False
ABR925524925847,Abwasserverband Bergstraße,info@avb-weinheim.de,06201 / 4978-0,avb-weinheim.de,Abwasserverband Bergstraße,1,ABR925524925847,False
ABR921446390527,"Abwasserverband Bickenbach, Seeheim-Jugenheim",info@av-bsj.de,062573329,,"Abwasserverband Bickenbach, Seeheim-Jugenheim",1,ABR921446390527,False
ABR992561844585,Abwasserverband Braunschweig,heinrich.ripke@abwasserverband-bs.de,053035090,www.abwasserverband-bs.de,Abwasserverband Braunschweig,1,ABR992561844585,False
ABR905457873545,Abwasserverband Empfingen,,,,Abwasserverband Empfingen,1,ABR905457873545,False
ABR934689632484,Abwasserverband Emsbachtal,info@kbv-badcamberg.de,06434/90785-0,www.kbv-badcamberg.de,Abwasserverband Emsbachtal,1,ABR934689632484,False
ABR931496338349,Abwasserverband Flörsheim,Abwasserverband@floersheim-main.de,06145955330,,Abwasserverband Flörsheim,1,ABR931496338349,False
ABR980828966729,Abwasserverband Fulda,,,,Abwasserverband Fulda,1,ABR980828966729,False
ABR945595102367,Abwasserverband Gelnhausen,p.fuchs@gelnhausen.de,06051830240,,Abwasserverband Gelnhausen,1,ABR945595102367,False
ABR958766930409,Abwasserverband Großraum Bad Lauterberg im Harz,av@abwasserverband-badlauterberg.de,,,Abwasserverband Großraum Bad Lauterberg im Harz,1,ABR958766930409,False
ABR971751227001,Abwasserverband Hellertal,p.kloidt@av-hellertal.de,02735767405,http://www.av-hellertal.de,Abwasserverband Hellertal,1,ABR971751227001,False
ABR956663295621,Abwasserverband Idstein,info@kbv-badcamberg.de,06434/90785-0,www.kbv-badcamberg.de,Abwasserverband Idstein,1,ABR956663295621,False
ABR907384772168,Abwasserverband Isar-Loisachgruppe Geschäftsstelle,info@ka-wolfratshausen.de,0817199930,,Abwasserverband Isar-Loisachgruppe Geschäftsstelle,1,ABR907384772168,False
ABR920813624791,Abwasserverband Ittertal,ronny.koerner@korbach.de,05631 / 53-327,,Abwasserverband Ittertal,1,ABR920813624791,False
ABR924606862971,Abwasserverband Kämpfelbachtal,poststelle@gvv-kaempfelbachtal.de,07232/3009-1,,Abwasserverband Kämpfelbachtal,1,ABR924606862971,False
ABR983565053486,Abwasserverband Köthen,miethig@avkoethen.de,03496400813,www.avkoethen.de,Abwasserverband Köthen,1,ABR983565053486,False
ABR926959904872,Abwasserverband Langen/Egelsbach/Erzhausen,info@avlee.de,061039083,www.abwasserlee.de,Abwasserverband Langen/Egelsbach/Erzhausen,1,ABR926959904872,False
ABR945324204782,Abwasserverband Lauter-Wetter,s.bork@avlw.de,06404/665582,,Abwasserverband Lauter-Wetter,1,ABR945324204782,False
ABR983267213669,Abwasserverband Lipbach-Bodensee,,,,Abwasserverband Lipbach-Bodensee,1,ABR983267213669,False
ABR996892619621,Abwasserverband Main - Taunus KdöR,info@av-mt.de,06192 99140,av-mt.de,Abwasserverband Main - Taunus KdöR,1,ABR996892619621,False
ABR997182428626,Abwasserverband Marburg,uwe.erdel@swwmr.de,06421/205762,,Abwasserverband Marburg,1,ABR997182428626,False
ABR997991794264,Abwasserverband Mittlere Salzböde,,0641/9506-0,,Abwasserverband Mittlere Salzböde,1,ABR997991794264,False
ABR924673324013,Abwasserverband Mittlerer Rheingau,h.ulges@av-mittlerer-rheingau.de,06722-9061111,www.av-mittlerer-rheingau.de,Abwasserverband Mittlerer Rheingau,1,ABR924673324013,False
ABR971961235506,Abwasserverband Modau,dirk.mandel@abwasserverband-modau.de,06151-913737,www.abwasserverband-modau.de,Abwasserverband Modau,1,ABR971961235506,False
ABR924172411030,Abwasserverband Murg,avm@abwasserverband-murg.de,07222 1048 0,http://www.abwasserverband-murg.de/LEPTON/page/willkommen.php,Abwasserverband Murg,1,ABR924172411030,False
ABR901754334406,Abwasserverband Obere Iller,post@aoi.de,0832166220,www.aoi.de,Abwasserverband Obere Iller,1,ABR901754334406,False
ABR965221929311,Abwasserverband Oberer Rheingau,info@abwasserverband-oberer-rheingau.de,06123 / 70278-0,www.abwasserverband-oberer-rheingau.de,Abwasserverband Oberer Rheingau,1,ABR965221929311,False
ABR991965606249,Abwasserverband Oberes Erlenbachtal,info@kaoe.de,06172-185323-0,www.avoe.eu,Abwasserverband Oberes Erlenbachtal,1,ABR991965606249,False
ABR917695010040,Abwasserverband Oberhessen,seum.m@ovag.de,+4964025118833,www.zov.de,Abwasserverband Oberhessen,1,ABR917695010040,False
ABR943976779535,Abwasserverband Overledingen,klaerwerk@av-overledingen.de,04952/921200,,Abwasserverband Overledingen,1,ABR943976779535,False
ABR934923510882,Abwasserverband Radolfzeller Aach,ka-moos@t-online.de,07732 946920,www.kla-moos.de,Abwasserverband Radolfzeller Aach,1,ABR934923510882,False
ABR996418316997,Abwasserverband Rothach,schnell@av-rothach.de,08381926812,www.av-rothach.de,Abwasserverband Rothach,1,ABR996418316997,False
ABR942267178910,Abwasserverband Schleifbach KdöR,klaeranlage@av-schleifbach.de,06182 / 8938 15,https://www.schleifbach.de/,Abwasserverband Schleifbach KdöR,1,ABR942267178910,False
ABR936445587151,Abwasserverband Stadtallendorf-Kirchhain,,0641/9506-0,,Abwasserverband Stadtallendorf-Kirchhain,1,ABR936445587151,False
ABR953671704824,Abwasserverband Untere Rodau,mail@abwasserverband-untere-rodau.de,0610879560,,Abwasserverband Untere Rodau,1,ABR953671704824,False
ABR913859319608,Abwasserverband Unterer Neckar,abwasserverband@edingen-neckarhausen.de,062034015711,www.awv-unterer-neckar.de,Abwasserverband Unterer Neckar,1,ABR913859319608,False
ABR974404382584,Abwasserverband Unteres Schussental,klaeranlage.eriskirch@t-online.de,0754182669,www.av-unteres-schussental.de,Abwasserverband Unteres Schussental,1,ABR974404382584,False
ABR954344017210,Abwasserverband Untermain,info@av-untermain.de,06027409730,www.av-untermain.de,Abwasserverband Untermain,1,ABR954344017210,False
ABR933548138372,Abwasserverband Weilburg,avw@avweilburg.de,06471 39728,,Abwasserverband Weilburg,1,ABR933548138372,False
ABR971978688913,Abwasserverband Weißach- und Oberes Saalbachtal,Nelly.lehr@tilia.info,07251-91850,www.av-weissach.de,Abwasserverband Weißach- und Oberes Saalbachtal,1,ABR971978688913,False
ABR936051938491,Abwasserverband Wetzlar,martin.steppich@wetzlar.de,06441/996650,,Abwasserverband Wetzlar,1,ABR936051938491,False
ABR967515446832,Abwasserverband der Aschafftalgemeinden,klaeranlage@avaschafftal.de,06093995973,,Abwasserverband der Aschafftalgemeinden,1,ABR967515446832,False
ABR931585593246,Abwasserwerk Geseke,reiner.schenck@geseke.de,02942500211,www.geseke.de,Abwasserwerk Geseke,1,ABR931585593246,False
ABR970877625623,Abwasserwerk Greifswald,,,,Abwasserwerk Greifswald,1,ABR970877625623,False
ABR997186781611,Abwasserwerk Maifeld,verena.wagner@maifeld.de,02654/9402-128,www.maifeld.de,Abwasserwerk Maifeld,1,ABR997186781611,False
ABR958756555452,Abwasserwerk Verbandsgemeinde Jockgrim,zka@vg-jockgrim.de,07272-955540,www.vg-jockgrim.de,Abwasserwerk Verbandsgemeinde Jockgrim,1,ABR958756555452,False
ABR940886942301,Abwasserwerk der Stadt Bad Honnef,vl-aw-technik@bad-honnef.de,02224 184 0,www.bad-honnef.de,Abwasserwerk der Stadt Bad Honnef,1,ABR940886942301,False
ABR940997966920,Abwasserwerk der Stadt Bad Iburg,bauen@badiburg.de,,www.badiburg.de,Abwasserwerk der Stadt Bad Iburg,1,ABR940997966920,False
ABR982734905427,Abwasserwerk der Stadt Coesfeld,hermann.schulze-broering@coesfeld.de,02541/980351,www.abwasserwerk-coesfeld.de,Abwasserwerk der Stadt Coesfeld,1,ABR982734905427,False
ABR912030693292,"Abwasserzweckverband ""Obere Spree""",azv-obere-spree@t-online.de,035938 983140,,"Abwasserzweckverband ""Obere Spree""",1,ABR912030693292,False
ABR976570947024,"Abwasserzweckverband ""Saalemündung""",info@azv-saalemuendung.de,039291469411,,"Abwasserzweckverband ""Saalemündung""",1,ABR976570947024,False
ABR900467148065,"Abwasserzweckverband ""Schmalkalden und Umgebung""",info@gewas.de,03683/6907-0,www.gewas.de,"Abwasserzweckverband ""Schmalkalden und Umgebung""",1,ABR900467148065,False
ABR981022127251,Abwasserzweckverband Altenstadt - Neustadt - Störnstein,,,,Abwasserzweckverband Altenstadt - Neustadt - Störnstein,1,ABR981022127251,False
ABR908930882027,Abwasserzweckverband Altensteig,klaeranlage-altensteig@gmx.de,074538512,,Abwasserzweckverband Altensteig,1,ABR908930882027,False
ABR976504533125,Abwasserzweckverband Bautzen,wolf_robert@eabautzen.de,+49 3591 3752611,,Abwasserzweckverband Bautzen,1,ABR976504533125,False
ABR993458558622,Abwasserzweckverband Betzdorf-Kirchen-Daaden,vg-werke@vg-bg.de,02741 291591,,Abwasserzweckverband Betzdorf-Kirchen-Daaden,1,ABR993458558622,False
ABR991026659191,Abwasserzweckverband Bühl und Umgebung,rudi.volz@azvbuehl.de,07223942934,www.azvbuehl.de,Abwasserzweckverband Bühl und Umgebung,1,ABR991026659191,False
ABR912341776332,Abwasserzweckverband Chemnitz/Zwickauer Mulde,jan.semisch@azv-czm.de,03724185222,https://www.azv-czm.de/,Abwasserzweckverband Chemnitz/Zwickauer Mulde,1,ABR912341776332,False
ABR916004992008,Abwasserzweckverband Eisenbach-Vöhrenbach,,,,Abwasserzweckverband Eisenbach-Vöhrenbach,1,ABR916004992008,False
ABR908719504119,Abwasserzweckverband Füssen,r.fichtl@azv-fuessen.de,01713095911,www.azv-fuessen.de,Abwasserzweckverband Füssen,1,ABR908719504119,False
ABR945296334005,Abwasserzweckverband Hagegarten,berner@gaertringen.de,0703422238,AZV-Hagegarten.de,Abwasserzweckverband Hagegarten,1,ABR945296334005,False
ABR964187782121,Abwasserzweckverband Hagenow und Umlandgemeinden,abwasser@stadtwerke-hagenow.de,038836152730,,Abwasserzweckverband Hagenow und Umlandgemeinden,1,ABR964187782121,False
ABR914071601137,Abwasserzweckverband Hausach - Hornberg,,,,Abwasserzweckverband Hausach - Hornberg,1,ABR914071601137,False
ABR905458349582,Abwasserzweckverband Härtsfeld,azv-haertsfeld@gmx.net,09076-2178,,Abwasserzweckverband Härtsfeld,1,ABR905458349582,False
ABR958372998787,Abwasserzweckverband Im Hollmuth,oliver.busch@bammental.de,0622395300,https://www.abwasser-zweckverband.de/index.html,Abwasserzweckverband Im Hollmuth,1,ABR958372998787,False
ABR954665165690,Abwasserzweckverband Kinzig- und Harmersbachtal,info@azv-kinzig.de,07835/63400,www.azv-kinzig.de,Abwasserzweckverband Kinzig- und Harmersbachtal,1,ABR954665165690,False
ABR924180916114,Abwasserzweckverband Kraichbachniederung,info@bad-schoenborn.de,07253/870308,,Abwasserzweckverband Kraichbachniederung,1,ABR924180916114,False
ABR987023836215,Abwasserzweckverband Lauter-Rems,azv@lauter-rems.de,07173/8770,,Abwasserzweckverband Lauter-Rems,1,ABR987023836215,False
ABR995730439216,Abwasserzweckverband Lechfeld,,0823186955,,Abwasserzweckverband Lechfeld,1,ABR995730439216,False
ABR972357029198,Abwasserzweckverband Mariatal,info@azv-mariatal.de,0751/76943-0,www.azv-mariatal.de,Abwasserzweckverband Mariatal,1,ABR972357029198,False
ABR918921914620,Abwasserzweckverband Meckesheimer Cent,azv.meckesheim@t-online.de,06226 991188,www.azv-meckesheim.de,Abwasserzweckverband Meckesheimer Cent,1,ABR918921914620,False
ABR954809072891,Abwasserzweckverband Mittlere Fils,roessner@azv-mittlere-fils.de,07162969697,,Abwasserzweckverband Mittlere Fils,1,ABR954809072891,False
ABR903567718626,Abwasserzweckverband Mittlere Mulde,info@azv-mm.de,03423/688 68-0,www.azv-mm.de,Abwasserzweckverband Mittlere Mulde,1,ABR903567718626,False
ABR973769509902,Abwasserzweckverband Nagold,,,,Abwasserzweckverband Nagold,1,ABR973769509902,False
ABR935365770858,Abwasserzweckverband Pünderich,pv@vg-zell.de,06542-7010,www.zell-mosel.de,Abwasserzweckverband Pünderich,1,ABR935365770858,False
ABR995059638475,Abwasserzweckverband Region Heide,karsten.voss@azv-region-heide.de,0481/906-350,www.azv-region-heide.de,Abwasserzweckverband Region Heide,1,ABR995059638475,False
ABR933549407934,Abwasserzweckverband Riß,a.rapp@biberach-riss.de,,,Abwasserzweckverband Riß,1,ABR933549407934,False
ABR914679107345,Abwasserzweckverband Schwarzbachtal,,,,Abwasserzweckverband Schwarzbachtal,1,ABR914679107345,False
ABR962843997957,Abwasserzweckverband Schwarzwasser,,,,Abwasserzweckverband Schwarzwasser,1,ABR962843997957,False
ABR973358779518,Abwasserzweckverband Staufener Bucht,info@azv-staufener-bucht.de,07633/92339-0,www.azv-staufener-bucht.de,Abwasserzweckverband Staufener Bucht,1,ABR973358779518,False
ABR911950811816,Abwasserzweckverband Sude-Schaale,info@azv-sude-schaale.de,0388526210,www.azv-sude-schaale.de,Abwasserzweckverband Sude-Schaale,1,ABR911950811816,False
ABR940416374770,Abwasserzweckverband Südliche Ortenau,,,,Abwasserzweckverband Südliche Ortenau,1,ABR940416374770,False
ABR934925415307,Abwasserzweckverband Thedinghausen/Bruchhausen-Vilsen,azv@ka-eissel.de,+4942047459,,Abwasserzweckverband Thedinghausen/Bruchhausen-Vilsen,1,ABR934925415307,False
ABR973612294955,Abwasserzweckverband Thulba - Saale,info@azv-hammelburg.de,09732 91240,,Abwasserzweckverband Thulba - Saale,1,ABR973612294955,False
ABR902418884527,Abwasserzweckverband Uelzen,marc.deppe@azv-uelzen.de,0581-8006814,www.abwasserzweckverband-uelzen.de,Abwasserzweckverband Uelzen,1,ABR902418884527,False
ABR964070969233,Abwasserzweckverband Untere Elz,O.Keuer@azv-untere-elz.de,07641/93510-10,www.azv-untere-elz.de,Abwasserzweckverband Untere Elz,1,ABR964070969233,False
ABR974604244361,Abwasserzweckverband Untere Nahe,,,,Abwasserzweckverband Untere Nahe,1,ABR974604244361,False
ABR973885855822,Abwasserzweckverband Unteres Glattal,info@dornhan.de,07455/9381-0,www.dornhan.de,Abwasserzweckverband Unteres Glattal,1,ABR973885855822,False
ABR990998723299,Abwasserzweckverband Unteres Sulmtal,s.papenfuss@azv-unteres-sulmtal.de,071329510457,www.azv-unteres-sulmtal.de,Abwasserzweckverband Unteres Sulmtal,1,ABR990998723299,False
ABR991648089062,Abwasserzweckverband Unterschleißheim/Eching/Neufahrn,info@abwasserzv.de,089321760,,Abwasserzweckverband Unterschleißheim/Eching/Neufahrn,1,ABR991648089062,False
ABR961782970199,Abwasserzweckverband für die Reinhaltung der Parthe,zentrale@azv-parthe.de,034291-439-0,www.azv-parthe.de,Abwasserzweckverband für die Reinhaltung der Parthe,1,ABR961782970199,False
ABR920143515271,Abwasserzweckverband mittleres Schussental,A.m.s.berg@t-online.de,0751560670,,Abwasserzweckverband mittleres Schussental,1,ABR920143515271,False
ABR979072543176,Achim und Margit Ruf GbR,bannsteinhof@bannsteinhof.de,06337/6971,www.bannsteinhof.de,Achim und Margit Ruf GbR,1,ABR979072543176,False
ABR983850272592,Achte Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG,t.kaup@steinhoff-familienholding.de,033734033734/609410,,Achte Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG,1,ABR983850272592,False
ABR901736672274,Ademes Energie GbR,,,,Ademes Energie GbR,1,ABR901736672274,False
ABR925715915473,Adenauer Wärme,f.stromann@envitec-biogas.de,04442 - 8016 8373,,Adenauer Wärme,1,ABR925715915473,False
ABR949078897931,Adorfer Agrar GmbH,biogas@adorfer-agrar-gmbh.de,03721/3699967,adorfer-agrar-gmbh.de,Adorfer Agrar GmbH,1,ABR949078897931,False
ABR928870403625,Adä Bioenergie GmbH,,,,Adä Bioenergie GmbH,1,ABR928870403625,False
ABR905333875786,Aehling Biogas GbR,aehling-hoxfeld@t.online.de,028613005,,Aehling Biogas GbR,1,ABR905333875786,False
ABR966246104301,Aggerverband,won@aggerverband.de,+49 2261 / 36-1500,www.aggerverband.de,Aggerverband,1,ABR966246104301,False
ABR926763017379,Agnes und Albert Helm GbR,schreinerei-helm@t-online.de,09231/63014,,Agnes und Albert Helm GbR,1,ABR926763017379,False
ABR982477541555,Agra GmbH Frohndorf / Orlishausen,info@agra-milch.de,0363435590,,Agra GmbH Frohndorf / Orlishausen,1,ABR982477541555,False
ABR902552683499,Agrar Bioenergie Bleckede UG (haftungsbeschränkt) ＆ Co. KG,c.saul@ges-energie.de,04327 1415991,,Agrar Bioenergie Bleckede UG (haftungsbeschränkt) ＆ Co. KG,1,ABR902552683499,False
ABR944227702494,Agrar Bioenergie GmbH ＆ CO KG,info@mensching.de,05725913313,,Agrar Bioenergie GmbH ＆ CO KG,1,ABR944227702494,False
ABR913271991833,Agrar Energie Bostel GmbH ＆ Co. KG,thorsten-spaeth@t-online.de,05141/484678,,Agrar Energie Bostel GmbH ＆ Co. KG,1,ABR913271991833,False
ABR912781775353,Agrar Energie Gesellschaft Techentin mbH & Co. KG,AgrarEnergieGesellschaft@t-online.de,+4938736849912,,Agrar Energie Gesellschaft Techentin mbH & Co. KG,1,ABR912781775353,False
ABR973210280947,Agrar Energie Hohe Heide GmbH,info@hof-eimer.de,042629184629,,Agrar Energie Hohe Heide GmbH,1,ABR973210280947,False
ABR926350069835,Agrar Energie Vethkampen GmbH ＆ Co. KG,Unger-vethem@web.de,05166/1225,,Agrar Energie Vethkampen GmbH ＆ Co. KG,1,ABR926350069835,False
ABR962875618837,Agrar Gas Denkte GmbH ＆ Co. KG,agrar-gasdenkte@t-online.de,05062 9635799,,Agrar Gas Denkte GmbH ＆ Co. KG,1,ABR962875618837,False
ABR946788502865,"Agrar GmbH ""Am Hakelweg""",,,,"Agrar GmbH ""Am Hakelweg""",1,ABR946788502865,False
ABR991762518219,"Agrar GmbH ""Am Straufhain"" Streufdorf",agrar-gmbh@freenet.de,036875-69274,,"Agrar GmbH ""Am Straufhain"" Streufdorf",1,ABR991762518219,False
ABR941227634855,"Agrar GmbH ""Steinerne Heide""",info@agrar-gmbh.de,03671 4680038,,"Agrar GmbH ""Steinerne Heide""",1,ABR941227634855,False
ABR935475034956,Agrar GmbH Auligk,agrar_auligk@t-online.de,0342969630,,Agrar GmbH Auligk,1,ABR935475034956,False
ABR967080527028,Agrar GmbH Beberstedt,info@agrar-beberstedt.de,03602350297,,Agrar GmbH Beberstedt,1,ABR967080527028,False
ABR917615821985,Agrar GmbH Boberow,info@lgproettlin.de,038788/50435,,Agrar GmbH Boberow,1,ABR917615821985,False
ABR998126132838,Agrar GmbH Braunichswalde,info@ag-Rueckersdorf.de,036608/5300,,Agrar GmbH Braunichswalde,1,ABR998126132838,False
ABR944309655854,Agrar GmbH Cottbus West,koen.veldkamp@agrar-kolkwitz.de,015110859075,,Agrar GmbH Cottbus West,1,ABR944309655854,False
ABR921165422233,Agrar GmbH Elbe-Saale ＆ Co. Service-Handel KG,j.kuestermann@agrar-barby.de,03929868130,,Agrar GmbH Elbe-Saale ＆ Co. Service-Handel KG,1,ABR921165422233,False
ABR981773832688,Agrar GmbH Gersdorf-Oberlichtenau,info@huegelland.eu,035783540,huegelland-ag.de,Agrar GmbH Gersdorf-Oberlichtenau,1,ABR981773832688,False
ABR948508175557,Agrar GmbH Gut Ferdinandshof,info@gut-ferdinandshof.de,03977824210,,Agrar GmbH Gut Ferdinandshof,1,ABR948508175557,False
ABR948792675894,Agrar GmbH Holleben,info@wmagrar.de,034656/5496-0,,Agrar GmbH Holleben,1,ABR948792675894,False
