original_id,consolidated_id,consolidated_name
ABR916261148811,ABR916261148811,Friedeburger Speicherbetriebsgesellschaft mbH
ABR915528203454,ABR915528203454,Friedersdorfer Landwirtschaftsgesellschaft mbH
ABR994125131513,ABR994125131513,Friedewalder Bioenergie GmbH ＆Co KG
ABR945025206078,ABR945025206078,Friedl BiogasEnergie GbR
ABR927864152419,ABR927864152419,Friedrich Wahl GmbH ＆ Co KG
ABR974271530132,ABR974271530132,Fries Gbr
ABR970390981886,ABR970390981886,Friesinger Bioenergie GbR
ABR941575132072,ABR941575132072,Frieso KG
ABR932454323414,ABR932454323414,Friller Biogas GmbH ＆ Co. KG
ABR926940659378,ABR926940659378,Fritsch Biostrom Inh. Klaus Fritsch e.K.
ABR919579414883,ABR919579414883,Fritz Timmerevers Energie
ABR946015293740,ABR946015293740,Frommknecht Wendelin und Margarethe GbR
ABR943842933962,ABR943842933962,Fruchthandel Henning Krüger
ABR909284401896,ABR909284401896,Fröhlich Richard Biogas
ABR929301104968,ABR929301104968,Fuchs Energie GmbH ＆ Co. KG
ABR932531713022,ABR932531713022,Fuest Biogasanlagen GmbH ＆ Co KG
ABR901965854526,ABR901965854526,Fuhrberger Bio-Energie GmbH ＆ Co. KG
ABR919157101433,ABR919157101433,Fundus Intertrans
ABR932323401052,ABR932323401052,Funk Energie GbR
ABR987892282328,ABR987892282328,Futterer Agrar-KG
ABR927392021331,ABR927392021331,Fußeder Birgit Stromerzeugung GbR
ABR906226464681,ABR906226464681,Fußner GmbH
ABR903855168850,ABR903855168850,Förg Bioenergie
ABR951836932426,ABR951836932426,Förlinger Naturstrom eG
ABR988798355918,ABR988798355918,Förster Biogas GmbH ＆ Co.KG
ABR946721972137,ABR946721972137,Fünfte Biogas Bützow Betriebs
ABR903816287576,ABR903816287576,Fünfte Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG
ABR947683640058,ABR947683640058,Fünfte Biogas Röddelin Steinhoff Betriebs GmbH ＆ Co. KG
ABR935589125618,ABR935589125618,Fürstenauer Wärme GmbH
ABR962846358533,ABR962846358533,F＆G Biogas Produktionsgesellschaft GmbH ＆ CO. KG
ABR902485642075,ABR902485642075,G ＆ G Biogas GmbH ＆ Co.KG
ABR956692603381,ABR956692603381,G ＆ W Bioenergie GmbH ＆ Co. KG
ABR923223658288,ABR923223658288,G+B Energieholz GbR
ABR901319051670,ABR901319051670,G+D Gesellschaft für Energiemanagement mbH
ABR982166169343,ABR982166169343,G+F Bioenergie Holthausen GmbH ＆ Co. KG
ABR968069794226,ABR968069794226,G+G Naturpack GmbH
ABR910780782723,ABR910780782723,G-S-W Altmark GmbH
ABR955302672403,ABR955302672403,G. H. Energy GmbH ＆ Co. KG
ABR971400768657,ABR971400768657,G.O. Vertriebs-und Betriebs GmbH
ABR996161355809,ABR996161355809,G.Thiermann Energie GmbH ＆ Co.KG
ABR931837071911,ABR931837071911,"G.U.T.E. Gesellschaft für Umwelt, Technik, Energie mbH"
ABR950303225641,ABR950303225641,GAP Waldvelener Straße GmbH ＆ Co.KG
ABR999198842922,ABR999198842922,GASAG Solution Plus GmbH
ABR972808410964,ABR972808410964,GB Bioenergie GmbH ＆ Co.KG
ABR961795170227,ABR961795170227,GB-Bioenergie Lölldorf GmbH ＆ Co. KG
ABR971278506924,ABR971278506924,GBAB
ABR965525145561,ABR965525145561,GBE - Gocher Bioenergie GmbH
ABR932748326824,ABR932748326824,GBKA Energie GmbH
ABR985475870733,ABR985475870733,GBW GmbH
ABR923418278482,ABR923418278482,GD Naturkraft GmbH ＆ Co. KG
ABR941215596936,ABR941215596936,GE Bioenergie GmbH ＆ Co KG
ABR948325665378,ABR948325665378,GEA Holzkirchen KU
ABR966591595922,ABR966591595922,GENO Bioenergie Leasingfonds Erste GmbH ＆ Co. KG
ABR924482002775,ABR924482002775,GEPA mbH
ABR910681628243,ABR910681628243,GETEC BBE GmbH
ABR977844986282,ABR977844986282,GETEC WÄRME ＆ EFFIZIENZ GmbH Nord
ABR926988534927,ABR926988534927,GETEC Wärme ＆ Effizienz GmbH
ABR959889844710,ABR959889844710,GETEC heat ＆ power GmbH
ABR974799295476,ABR974799295476,GF-Bio-Energie Hasetal GmbH
ABR910151045204,ABR910151045204,GGAB Agrarbetrieb Groß Grenz GmbH
ABR932190892120,ABR932190892120,GGEW AG
ABR932201761063,ABR932201761063,GIB Entsorgung Wesermarsch GmbH
ABR942314949494,ABR942314949494,GKA Holling GbR
ABR980744302656,ABR980744302656,GKW Gemeinschaftsklärwerk Bitterfeld-Wolfen GmbH
ABR997534959259,ABR997534959259,GLAVA GmbH
ABR942132311428,ABR942132311428,GLI GmbH
ABR981887009495,ABR981887009495,GLL Geiseltal GmbH ＆ Co. KG
ABR925047952290,ABR925047952290,GLL Velgast GmbH ＆ Co. KG
ABR917862885945,ABR917862885945,GM Biogas GmbH ＆ Co. KG
ABR992318523299,ABR992318523299,GM Wienken Bioenergie GmbH & Co. KG
ABR964930190623,ABR964930190623,GMB GmbH
ABR909086790082,ABR909086790082,GMG GbR
ABR903981187664,ABR903981187664,GMS Biogas GmbH+Co.KG
ABR922837021402,ABR922837021402,GN Bioenergie GmbH ＆ Co.KG
ABR919699087844,ABR919699087844,GOPHI - Biogas GbR
ABR918509005153,ABR918509005153,GRAF GmbH
ABR963190797399,ABR963190797399,GS-Biogas GbR
ABR962693733576,ABR962693733576,GSG ENERGIE GmbH
ABR937659587982,ABR937659587982,GSH Green Steam Hürth GmbH
ABR955222323362,ABR955222323362,GSW Bioenergie GmbH ＆ Co. KG
ABR942728337511,ABR942728337511,GT Bioenergie Weil GmbH ＆ Co. KG
ABR966299208452,ABR966299208452,GT Kraftstrom GmbH ＆ Co. KG
ABR979451271201,ABR979451271201,GTG Bioenergie Rühlertwist GmbH ＆ Co. KG
ABR941088131258,ABR941088131258,GTG GmbH ＆ Co. KG
ABR990353886515,ABR990353886515,GTW - GbR
ABR921677487867,ABR921677487867,GUD Geraer Umweltdienste GmbH ＆ Co. KG
ABR942280618196,ABR942280618196,GVA Sans-Schönit GbR
ABR963031718941,ABR963031718941,GVV Donaueschingen
ABR984098080444,ABR984098080444,GVV Oberes Zabergäu
ABR949104813751,ABR949104813751,GWA Kreis Unna mbH
ABR927322811414,ABR927322811414,GZE MAVEK GmbH
ABR956685798070,ABR956685798070,Gackau Gas Bramstedt GmbH
ABR950874118205,ABR950874118205,Gadewitzer Feldfrucht GmbH
ABR922566208976,ABR922566208976,Gahr International Spediton GdbR
ABR968702797188,ABR968702797188,Gail Biogas GbR
ABR981387674728,ABR981387674728,Galler GbR
ABR966234215255,ABR966234215255,Galster Energie
ABR974973725720,ABR974973725720,Ganghofer Bioenergie
ABR912294351129,ABR912294351129,Ganser Entsorgung GmbH ＆ Co. KG
ABR932753807790,ABR932753807790,Ganzenmühle Naturenergie GmbH
ABR927851328957,ABR927851328957,Garben Biostrom GmbH & Co. KG
ABR993054249511,ABR993054249511,Garbers Bioenergie GbR
ABR959590323184,ABR959590323184,Garbers ＆ Schweers Agrar
ABR906521475399,ABR906521475399,Garmann Biogas GmbH ＆ Co. KG
ABR928701777840,ABR928701777840,Gas Altensalzwedel GmbH ＆ Co. KG
ABR953321886849,ABR953321886849,Gas-Wirtschaft Etzhorn
ABR990887954513,ABR990887954513,Gaspers GbR
ABR952035078335,ABR952035078335,Gaspro KG
ABR955594970171,ABR955594970171,Gasspeicher Hannover GmbH
ABR979965428917,ABR979965428917,Gastom GbR
ABR931214098814,ABR931214098814,Gastrup Naturwärme und Energie GmbH＆Co.KG
ABR941779688054,ABR941779688054,Gasversorgung Unterfranken GmbH
ABR946024529106,ABR946024529106,Gasverwertung Voigtei GmbH ＆ Co. KG
ABR948129656022,ABR948129656022,Gaswerker GmbH ＆ Co. KG
ABR966846059681,ABR966846059681,Gawro Naturenergie
ABR947276550856,ABR947276550856,Gaxeler Biogas GbR
ABR946474380876,ABR946474380876,GeFa Windkraft Gmbh ＆ Co. KG Jübek I
ABR991014917647,ABR991014917647,GeSiKo Energie GmbH
ABR953656874641,ABR953656874641,GeSiOn GmbH ＆ CoKG
ABR924699525173,ABR924699525173,Gebendorfer Biogas GbR
ABR997246542053,ABR997246542053,Geberit Produktions GmbH
ABR961426385129,ABR961426385129,Gebirgsland Agrar GmbH Mildenau
ABR996699671129,ABR996699671129,Gebr. Alpen Biogas
ABR935826918577,ABR935826918577,Gebr. Eckart GbR
ABR909454995132,ABR909454995132,Gebr. Kesseler Bioenergie GmbH
ABR963887852103,ABR963887852103,Gebr.Thyen
ABR941014863376,ABR941014863376,Gebrüder C. und G. Maier oHG
ABR974501643434,ABR974501643434,Gebrüder Hansen GbR Michael & Jürgen Hansen
ABR922551111120,ABR922551111120,Gebrüder Hüntelmann GmbH ＆ Co. KG
ABR958870879922,ABR958870879922,Geers＆Kock GmbH＆Co.KG
ABR933126208008,ABR933126208008,Geestferkel
ABR983376971962,ABR983376971962,Geestferkel GmbH
ABR909670933895,ABR909670933895,Geflügelfarm Schröder GbR
ABR989630050527,ABR989630050527,Geflügelhof Aigner KG
ABR916651847096,ABR916651847096,Geflügelhof Franz Schulte GmbH ＆ Co.KG
ABR996163343033,ABR996163343033,Geflügelhof L. Möllenbeck GmbH ＆ Co. KG
ABR996532543071,ABR996532543071,Geflügelhof Reinhard Möllenbeck
ABR911882980598,ABR911882980598,Gehlenborg Biogas GbR
ABR948580453444,ABR948580453444,Gehlenborg GbR
ABR941875768797,ABR941875768797,Gehrung GbR
ABR930215181419,ABR930215181419,Geigenberger Martin u. Tamara GbR
ABR957212734363,ABR957212734363,Geiger Bioenergie GmbH ＆ Co. KG
ABR956169051905,ABR956169051905,Geiger Biogas GbR
ABR977446770265,ABR977446770265,Geiger GmbH
ABR900522107310,ABR977446770265,Geiger GmbH
ABR994553596359,ABR994553596359,Geiger Stromerzeugungs-GbR
ABR991443191052,ABR991443191052,Geiger-Energie GmbH
ABR961099463278,ABR961099463278,Geisberger Stromerzeugung GmbH
ABR980930517208,ABR980930517208,Geißler Biogas KG
ABR917272123330,ABR917272123330,Geißmannsdorfer Agrar GmbH
ABR982657103924,ABR982657103924,Gejo Energietechnik GmbH ＆ Co. KG
ABR989233311773,ABR989233311773,Gelb Energie GmbH
ABR941009979945,ABR941009979945,Gellermann Biogas GbR
ABR927480897602,ABR927480897602,Gemeinde Aldingen
ABR961600490441,ABR961600490441,Gemeinde Altenmarkt
ABR978440167686,ABR978440167686,Gemeinde Bad Füssing
ABR929657500957,ABR929657500957,Gemeinde Bergatreute Herr Staiger
ABR931829477561,ABR931829477561,Gemeinde Dittelbrunn
ABR915668873548,ABR915668873548,Gemeinde Ehningen
ABR971206939718,ABR971206939718,Gemeinde Elchingen
ABR979257246106,ABR979257246106,Gemeinde Fuldabrück
ABR999857983379,ABR999857983379,Gemeinde Gaienhofen
ABR951581194506,ABR951581194506,Gemeinde Garrel
ABR969836846094,ABR969836846094,Gemeinde Gebenbach
ABR981033993357,ABR981033993357,Gemeinde Georgensgmünd
ABR976245567724,ABR976245567724,Gemeinde Großkrotzenburg
ABR927542192805,ABR927542192805,Gemeinde Hövelhof Abwasserwerk
ABR911838958961,ABR911838958961,Gemeinde Kiefersfelden
ABR937340919023,ABR937340919023,Gemeinde Kisslegg
ABR901757624290,ABR901757624290,Gemeinde Kressbronn a. B.
ABR935877919738,ABR935877919738,Gemeinde Krummhoern
ABR944204252448,ABR944204252448,Gemeinde Lengenwang
ABR969211962753,ABR969211962753,Gemeinde Magstadt
ABR926607537131,ABR926607537131,Gemeinde Mettingen
ABR957464840362,ABR957464840362,Gemeinde Muggensturm
ABR988569013368,ABR988569013368,Gemeinde Neckartenzlingen
ABR994283359958,ABR994283359958,Gemeinde Nersingen
ABR978425616840,ABR978425616840,Gemeinde Oberammergau
ABR974698013379,ABR974698013379,Gemeinde Oberstenfeld
ABR913890376189,ABR913890376189,Gemeinde Oberteuringen
ABR969760565306,ABR969760565306,Gemeinde Raubling
ABR915372795211,ABR915372795211,Gemeinde Schluchsee Betrieb gewerblicher Art BHKW Kläranlage
ABR991926804493,ABR991926804493,Gemeinde Ubstadt-Weiher
ABR922763681381,ABR922763681381,Gemeinde Warngau
ABR937408644027,ABR937408644027,Gemeinde Wilnsdorf -Gemeindewerke-
ABR926638323277,ABR926638323277,Gemeinde Windberg
ABR911433610639,ABR911433610639,Gemeinde Zorneding
ABR934029928840,ABR934029928840,Gemeindeverwaltung Sasbach
ABR924884259784,ABR924884259784,"Gemeindeverwaltungsverband ""Raumschaft Triberg"""
ABR922915870472,ABR922915870472,Gemeindeverwaltungsverband Heuberg
ABR900155376237,ABR900155376237,Gemeindeverwaltungsverband Immendingen-Geisingen
ABR950354979166,ABR950354979166,Gemeindeverwaltungsverband Oberes Renchtal
ABR980216741693,ABR980216741693,Gemeindeverwaltungsverband Schönau im Schwarzwald
ABR934242362728,ABR934242362728,Gemeindevorstand der Gemeinde Groß-Zimmern
ABR933366537371,ABR933366537371,Gemeindewerk Abwasserbeseitigung der Gemeinde Limburgerhof
ABR926654950198,ABR926654950198,Gemeindewerke Ainring
ABR932734108045,ABR932734108045,Gemeindewerke Bad Zwischenahn
ABR985016771789,ABR985016771789,Gemeindewerke Eitorf - Entsorgungsbetriebe
ABR952144861712,ABR952144861712,"Gemeindewerke Garmisch-Partenkirchen, KU"
ABR909851844897,ABR909851844897,Gemeindewerke Grefrath GmbH
ABR916409412569,ABR916409412569,Gemeindewerke Herzebrock-Clarholz
ABR999534497601,ABR999534497601,Gemeindewerke Isernhagen GmbH
ABR983978027753,ABR983978027753,Gemeindewerke Karlsfeld
ABR906685496254,ABR983978027753,Gemeindewerke Karlsfeld
ABR914177553354,ABR914177553354,Gemeindewerke Legden
ABR928279643189,ABR928279643189,Gemeindewerke Lohfelden
ABR934400908355,ABR934400908355,Gemeindewerke Mittenwald
ABR972672492967,ABR972672492967,Gemeindewerke Murnau
ABR982165152049,ABR982165152049,Gemeinnützige Bäder-Betriebs GmbH
ABR953194177099,ABR953194177099,Gemeinnützige Wohnungsbau GmbH
ABR929223098888,ABR929223098888,Gemeinschaft Sulzbrunn eG
ABR977624543810,ABR977624543810,Gemeinschafts-Biogasanlage Westre GmbH ＆ Co. KG
ABR981337177064,ABR981337177064,Gemüseland Vulkaneifel GmbH & Co. KG
ABR957473376043,ABR957473376043,Genossenschaft Agrarland eG Lüttewitz
ABR960479853531,ABR960479853531,Gensler ＆ Reinhardt KG
ABR996502424799,ABR996502424799,"Gentsch Hof, Landwirtschaftsbetrieb"
ABR988299503573,ABR988299503573,Georg Forsthuber Biogas und Transporte
ABR906316764431,ABR906316764431,"Georg Gunreben Parkettfabrik, Sägewerk ＆ Holzhandlung GmbH ＆ Co. KG"
ABR920062717510,ABR920062717510,Georg Maier
ABR910264259017,ABR910264259017,Georg Reinke GbR
ABR950170520306,ABR950170520306,Georg Weiß
ABR966634034432,ABR966634034432,Georg Zeller
ABR944396124073,ABR944396124073,Georg und Christian Braig GbR
ABR930557055201,ABR930557055201,Georg-August-Universität Göttingen Stiftung öffentlichen Rechts
ABR915948412337,ABR915948412337,Geratal Agrar GmbH ＆ Co. KG
ABR940369436853,ABR940369436853,Gerdes Biogas
ABR997980179720,ABR997980179720,Gerg und Gerg
ABR926329939329,ABR926329939329,Gerhard Gräf Dienstleistungen und Energieerzeugung
ABR959889890366,ABR959889890366,Gerhard Thom und Jan Philipp Thom GbR
ABR983893029580,ABR983893029580,Gerhard u. Fenna Plöns GbR
ABR903634743322,ABR903634743322,Gerken Energie
ABR948645411051,ABR948645411051,Gerken-Gerken GbR
ABR919500629997,ABR919500629997,Gerling Biogas GmbH＆CoKG
ABR927451154956,ABR927451154956,Gerold Stuhr
ABR961342456132,ABR961342456132,Gerrit Breman Biogas GmbH＆Co.KG
ABR974655791111,ABR974655791111,Gesellschaft des Kreises Coesfeld zur Förderung regenerativer Energien mbH
ABR969059301400,ABR969059301400,Gesellschaft für Energie-und Gebäudemanagement Bonn mbH
ABR909765570066,ABR909765570066,Gesellschaft für innovative Energiesysteme
ABR947308576953,ABR947308576953,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH
ABR936245775789,ABR936245775789,Gesellschaft zur Entsorgung von Abfällen Kreis Gütersloh mbH
ABR946302216964,ABR946302216964,Gesseler Bioenergie GmbH ＆ co. KG
ABR902523066689,ABR902523066689,Gessler und Gläser Energiehof GbR
ABR937640382619,ABR937640382619,Geuder Bioenergie GmbH ＆ Co. KG
ABR900412261023,ABR900412261023,Gewannhof Biogas Gbr
ABR976215938837,ABR976215938837,Gewobag ED Energie- und Dienstleistungsgesellschaft mbH
ABR984910986275,ABR984910986275,Gfrörer Energie und Umwelt GmbH
ABR958106672167,ABR958106672167,Gieboldehausen BS C4 Energie GmbH ＆ Co. KG
ABR982629095516,ABR982629095516,Giesing erneuerbare Energie GmbH ＆ Co. KG
ABR917781229189,ABR917781229189,Ginghuber GmbH ＆ Co. KG
ABR936874708097,ABR936874708097,Glas Energie GbR
ABR950538922896,ABR950538922896,Glaser Biogas GbR
ABR969157902806,ABR969157902806,Glashaus Brokenlande oHG
ABR972391802276,ABR972391802276,Glass GmbH ＆ Co. Umwelttechnik KG
ABR984020121665,ABR984020121665,Glaß GmbH＆Co.KG
ABR999292993100,ABR999292993100,Glockenstadt Gescher -Abwasserwerk-
ABR983210635548,ABR983210635548,GlonntalEnergie
ABR950146482584,ABR950146482584,Glupe Bioenergie GmbH ＆ Co. KG
ABR960187889242,ABR960187889242,Glüsenkamp Diedrich Poseidon Energie
ABR942968124032,ABR960187889242,Glüsenkamp Diedrich Poseidon Energie
ABR991223805223,ABR991223805223,Gnann Energie GmbH & Co. KG
ABR999268303049,ABR999268303049,Gnann Gasverwertung GmbH
ABR986070687580,ABR986070687580,Gohde Gas GmbH ＆ Co.KG
ABR968383643750,ABR968383643750,Goldbeker Agrar GmbH Grenzheim
ABR943217779928,ABR943217779928,Goldberger Wärme GmbH
ABR918699494997,ABR918699494997,Goldene Weide Biogas GmbH ＆ Co. KG
ABR941992281377,ABR941992281377,Goldmann Bioenergie GmbH ＆ Co. KG
ABR972751488782,ABR972751488782,Gollipp Bioerdgas GmbH ＆ Co. KG
ABR970117182084,ABR970117182084,Gompertshäuser Frischwaren- und Dienstleistungshof GmbH ＆ Co. Bewirtschaftungs KG
ABR920224951592,ABR920224951592,Gottbrecht Energie GbR
ABR948759959302,ABR948759959302,Gottfried Böhm
ABR943713600375,ABR948759959302,Gottfried Böhm
ABR975936093894,ABR975936093894,GraNottGas GmbH
ABR961789487942,ABR961789487942,Graff Energiewirtschaft GmbH ＆ Co. KG
ABR959872581677,ABR959872581677,Grandl Biogas GbR
ABR905102151554,ABR905102151554,Graskraftwerk Seifhennersdorf GmbH
ABR966033635612,ABR966033635612,Grau Photovoltaik GbR
ABR971671679676,ABR971671679676,Graßl Biogas
ABR983922004779,ABR983922004779,Grebser Bioenergiegesellschaft mbH
ABR972599578232,ABR972599578232,Grechwitzer Jungbullen Handels GmbH
ABR940565486447,ABR940565486447,Green Energy Bauernsand GmbH ＆ Co. KG
ABR903932920067,ABR903932920067,Green Energy GmbH ＆ Co. KG
ABR923862803421,ABR923862803421,Green Energy Wolde GmbH
ABR929592765589,ABR929592765589,Green Hydrogen Esslingen
ABR985559925687,ABR985559925687,Green Power Lengerich GmbH ＆ Co KG
ABR923622192109,ABR923622192109,Green Power Project GmbH ＆ Co KG
ABR914747944148,ABR914747944148,Green-Energy Stradtner GmbH ＆ Co. KG
ABR949449610213,ABR949449610213,GreenGas Fonds I GmbH ＆ Co. KG
ABR967925583165,ABR967925583165,GreenGas Produktionsanlage Rathenow GmbH ＆ Co. KG
ABR951763234167,ABR951763234167,Greengas Altenstadt GmbH
ABR916184103195,ABR916184103195,Gregor Ziegler GmbH
ABR994619312633,ABR994619312633,Greimel Biogas Betriebs UG (haftungsbeschränkt) ＆ Co.KG
ABR911945361876,ABR911945361876,Greipl-Eder Biogas GbR
ABR973949491836,ABR973949491836,Grenzebach Stillern GmbH
ABR986555592408,ABR986555592408,Grenzlandenergie S＆D GbR
ABR917932728691,ABR917932728691,Greppmeir Biogas GbR
ABR936981434803,ABR936981434803,Grever Biogasanlage
ABR949303843474,ABR949303843474,Greßlinger Biogas GbR
ABR936984102594,ABR936984102594,Griem Bio-Strom GbR
ABR940957780948,ABR940957780948,Griese Biogas GmbH ＆ Co. KG
ABR920510193125,ABR920510193125,Grieshaber Biogas GbR
ABR957757625478,ABR957757625478,"Griesheim Fachbereich VI, Immobilienmanagement (KomEM)"
ABR994775668360,ABR994775668360,Groiner Biogas UG (haftungsbeschränkt) ＆ Co. KG
ABR915305296631,ABR915305296631,Gromsholmer Biogas GmbH ＆ Co.KG
ABR945245312177,ABR945245312177,Gromsholmer Energie GmbH ＆ Co.KG
ABR936040012706,ABR936040012706,Gropper KG
ABR905107059527,ABR905107059527,Grossmann Bau GmbH ＆ CO KG
ABR958739288667,ABR958739288667,Grote Biogas GmbH ＆ Co. KG
ABR931708053329,ABR931708053329,Grothaus Energie GmbH ＆ Co.KG
ABR995114675094,ABR995114675094,Großdrebnitzer Agrarbetriebsgesellschaft mbH
ABR936689940323,ABR936689940323,Große Ahrenhorst Biogas GmbH Co. KG
ABR995510936553,ABR995510936553,Große Ausber GbR
ABR987198995403,ABR987198995403,Große Beckmann Biogas GbR
ABR971691142310,ABR971691142310,Große Dahlmann Biogas GbR
ABR949393178302,ABR949393178302,Große Kreisstadt Öhringen Gebäudemanagement
ABR999952149939,ABR999952149939,Große- Albers Bioenergie
ABR951645348104,ABR951645348104,Große-Schwiep Biogas GbR
ABR914572740144,ABR914572740144,Große-Westrick GmbH ＆ Co. KG
ABR953753700126,ABR953753700126,Großevollmer GmbH ＆Co. KG
ABR985550784986,ABR985550784986,Großmann-Neuhäusler Energie GmbH
ABR979087640648,ABR979087640648,Großmonra Erste Biogas Betriebs GmbH
ABR932335235065,ABR932335235065,Gruber Bioenergie GmbH ＆ Co. KG
ABR911994651126,ABR911994651126,Gruber Biogas GdbR
ABR961173850833,ABR961173850833,Gruber Solar GbR
ABR984105919446,ABR984105919446,Grubmüller GbR
ABR925116020448,ABR925116020448,Grundstücks- und Gebäudewirtschafts GmbH
ABR938121952307,ABR938121952307,Grundstücksgesellschaft Weber KG
ABR977021913940,ABR977021913940,Grunert Energie GbR
ABR932201281066,ABR932201281066,Gruppenklärwerk Memmingen
ABR997965371354,ABR997965371354,Gräfsholz Energie GbR
ABR983305168531,ABR983305168531,Gröber Biogas GmbH ＆ Co.KG
ABR931464349186,ABR931464349186,Gröblinghoff Biogas GmbH ＆ Co. KG
